window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,pd_p_count,pd_d_count,pd_both_count,personalities_recorded,accretion_qualified,accretion_contacts,accretion_boosts,accretion_boosted_nodes,accretion_mean_resonance,accretion_total_boosts_cum
129,4872,2940,1,0,1,3,1.3333,1,0,0,0,0,0,0,0,3,1.9076,-0.0287,1,37.5,1,0.0,0.0,0.0,0,0,10,14,24,0.0,0,0,0,0,0,0,0,0,0.0,1
130,4870,2910,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9174,0.0098,2,38.3,1,0.0,0.0,0.0,0,0,9,11,20,0.0,0,0,0,0,0,0,0,0,0.0,1
131,4870,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9254,0.008,2,37.4,1,0.0,0.0,0.0,0,0,10,13,23,0.0,0,0,0,0,0,0,0,0,0.0,1
132,4869,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9476,0.0222,1,37.0,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0,0,0,0,0,0.0,1
133,4869,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8322,-0.1155,1,38.9,1,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0,0,0,0,0,0.0,1
134,4868,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9332,0.101,1,37.7,1,0.0,0.0,0.0,0,0,8,10,18,0.0,0,0,0,0,0,0,0,0,0.0,1
135,4867,3053,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9628,0.0296,1,38.7,1,0.0,0.0,0.0,0,0,8,10,18,0.0,0,0,0,0,0,0,0,0,0.0,1
136,4866,3010,1,0,1,4,0.3333,1,0,0,0,0,0,0,0,3,1.9668,0.004,1,37.7,1,0.0,0.0,0.0,0,0,7,11,18,0.0,0,0,0,0,0,0,0,0,0.0,1
137,4866,3004,1,0,1,5,0.24,2,0,0,0,0,0,0,0,3,1.9899,0.0231,2,38.4,2,0.0,0.0,0.0,0,0,10,11,21,0.0,0,0,0,0,0,0,0,0,0.0,1
138,4863,3022,2,0,2,5,1.5,1,0,0,0,0,0,0,0,1,1.9919,0.002,2,37.5,2,0.0,0.0,0.0,0,0,10,16,26,0.0,0,1,0,0,0,0,0,0,0.0,1
139,4860,3008,1,0,1,4,0.2,1,0,0,0,0,0,0,0,1,1.9591,-0.0328,2,38.4,2,0.0,0.0,0.0,0,0,9,14,23,0.0,0,0,0,0,0,0,0,0,0.0,1
140,4860,2927,1,0,1,5,1.4286,1,0,0,0,0,0,0,0,3,1.9021,-0.057,2,37.0,2,0.0,0.0,0.0,0,0,11,17,28,0.0,0,0,0,0,0,0,0,0,0.0,1
141,4858,2905,2,0,2,5,0.75,1,0,0,0,0,0,0,0,3,1.9608,0.0587,2,38.1,2,0.0,0.0,0.0,0,0,12,20,32,0.0,0,0,0,0,0,0,0,0,0.0,1
142,4858,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.957,-0.0038,2,37.6,2,0.0,0.0,0.0,0,0,18,31,49,0.0,0,0,0,0,0,0,0,0,0.0,1
143,4850,3002,4,0,4,5,1.5,2,0,0,0,0,0,0,0,3,1.9336,-0.0234,1,37.3,2,0.0,0.0,0.0,0,0,18,31,49,0.0,0,1,0,0,0,0,0,0,0.0,1
144,4845,2921,4,0,4,5,1.2,2,0,0,0,0,0,0,0,3,1.8962,-0.0374,1,38.0,2,1.0,1.0,0.0,0,0,22,36,58,0.0,0,0,0,0,0,0,0,0,0.0,1
145,4844,2964,1,0,1,5,0.32,1,0,0,0,0,0,0,0,3,1.9046,0.0084,2,37.5,2,1.0,1.0,0.0,0,0,29,43,72,0.0,0,0,0,0,0,0,0,0,0.0,1
146,4843,3086,3,0,3,5,0.8,1,0,0,0,0,0,0,0,3,1.8985,-0.0061,2,38.2,2,1.0,1.0,0.0,0,0,31,44,75,0.0,0,0,0,0,0,0,0,0,0.0,1
147,4842,2919,1,0,1,4,0.3,1,0,0,0,0,0,0,0,3,1.958,0.0596,2,37.6,2,1.0,1.0,0.0,0,0,36,54,90,0.0,0,0,0,0,0,0,0,0,0.0,1
148,4839,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.956,-0.002,2,37.0,2,1.0,1.0,0.0,0,0,37,52,89,0.0,0,0,0,0,0,0,0,0,0.0,1
149,4839,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.979,0.023,1,38.5,2,1.0,1.0,0.0,0,0,36,49,85,0.0,0,0,0,0,0,0,0,0,0.0,1
150,4838,2962,2,0,2,5,0.8,1,0,0,0,0,0,0,0,1,1.9574,-0.0216,1,37.0,2,1.0,1.0,0.0,0,0,34,46,80,0.0,0,0,0,0,0,0,0,0,0.0,1
151,4837,2889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9656,0.0082,1,37.8,2,1.0,1.0,0.0,0,0,38,43,81,0.0,0,0,0,0,0,0,0,0,0.0,1
152,4836,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9346,-0.031,1,37.3,2,1.0,1.0,0.0,0,0,32,32,64,0.0,0,0,0,0,0,0,0,0,0.0,1
153,4832,2867,2,0,2,5,0.4,1,0,0,0,0,0,0,0,1,1.832,-0.1026,1,38.1,2,1.0,1.0,0.0,0,0,32,32,64,0.0,0,0,0,0,0,0,0,0,0.0,1
154,4830,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8512,0.0192,1,37.7,2,1.0,1.0,0.0,0,0,27,30,57,0.0,0,0,0,0,0,0,0,0,0.0,1
155,4830,2901,1,0,1,4,1.5,1,0,0,0,0,0,0,0,3,1.8834,0.0322,1,37.0,1,0.0,0.0,0.0,0,0,20,20,40,0.0,0,1,0,0,0,0,0,0,0.0,1
156,4828,2924,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.8628,-0.0207,1,37.9,1,0.0,0.0,0.0,0,0,20,18,38,0.0,0,0,0,0,0,0,0,0,0.0,1
157,4827,2954,1,0,1,5,0.2,1,0,0,0,0,0,0,0,3,1.9413,0.0786,2,36.7,1,0.0,0.0,0.0,0,0,13,11,24,0.0,0,0,0,0,0,0,0,0,0.0,1
158,4825,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8842,-0.0571,2,38.4,1,0.0,0.0,0.0,0,0,13,14,27,0.0,0,0,0,0,0,0,0,0,0.0,1
159,4824,3055,3,0,3,5,1.125,1,0,0,0,0,0,0,0,1,1.8672,-0.017,1,37.0,1,0.0,0.0,0.0,0,0,13,14,27,0.0,0,0,0,0,0,0,0,0,0.0,1
160,4824,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.8218,-0.0454,1,38.3,1,0.0,0.0,0.0,0,0,20,18,38,0.0,0,0,0,0,0,0,0,0,0.0,1
161,4823,3017,1,0,1,5,0.8571,1,0,0,0,0,0,0,0,3,1.7819,-0.0398,1,37.3,1,0.0,0.0,0.0,0,0,14,16,30,0.0,0,0,0,0,0,0,0,0,0.0,1
162,4821,2950,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.848,0.0661,1,37.4,1,0.0,0.0,0.0,0,0,19,18,37,0.0,0,0,0,0,0,0,0,0,0.0,1
163,4820,2944,1,0,1,4,1.0,2,0,0,0,0,0,0,0,3,1.9068,0.0588,2,37.9,2,0.0,0.0,0.0,0,0,21,20,41,0.0,0,0,0,0,1,15,3,3,0.2495,4
164,4820,2923,1,0,1,5,1.2,1,0,0,0,0,0,0,0,3,1.9785,0.0717,2,36.5,2,0.0,0.0,0.0,0,0,21,22,43,0.0,0,0,0,0,0,0,0,0,0.0,4
165,4820,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9498,-0.0287,2,38.3,2,0.0,0.0,0.0,0,0,21,24,45,0.0,0,0,0,0,0,0,0,0,0.0,4
166,4819,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8294,-0.1204,1,36.6,2,0.0,0.0,0.0,0,0,21,24,45,0.0,0,0,0,0,0,0,0,0,0.0,4
167,4818,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9007,0.0713,1,38.1,2,0.0,0.0,0.0,0,0,20,21,41,0.0,0,0,0,0,0,0,0,0,0.0,4
168,4818,2875,1,0,1,5,0.96,1,0,0,0,0,0,0,0,1,1.8324,-0.0682,1,37.0,2,0.0,0.0,0.0,0,0,18,15,33,0.0,0,0,0,0,0,0,0,0,0.0,4
169,4818,2930,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,1,1.8674,0.035,1,38.1,2,0.0,0.0,0.0,0,0,19,19,38,0.0,0,0,0,0,0,0,0,0,0.0,4
170,4817,2964,1,0,1,5,0.72,1,0,0,0,0,0,0,0,3,1.8989,0.0315,2,37.3,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0,0,0,0,0,0.0,4
171,4816,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9383,0.0394,2,37.1,2,0.0,0.0,0.0,0,0,21,20,41,0.0,0,0,0,0,0,0,0,0,0.0,4
172,4813,2942,1,0,1,5,1.3333,2,0,0,0,0,0,0,0,3,1.8498,-0.0884,1,38.4,2,0.0,0.0,0.0,0,0,16,18,34,0.0,0,0,0,0,1,15,0,0,0.056,4
173,4811,2980,1,0,1,4,0.2,1,0,0,0,0,0,0,0,3,1.8922,0.0423,1,37.2,2,0.0,0.0,0.0,0,0,17,19,36,0.0,0,0,0,0,0,0,0,0,0.0,4
174,4810,2966,2,0,2,5,0.6857,2,0,0,0,0,0,0,0,3,1.8683,-0.0239,2,38.3,2,0.0,0.0,0.3214,0,0,15,17,32,0.0,0,0,0,0,0,0,0,0,0.0,4
175,4809,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.835,-0.0332,2,36.8,2,0.0,0.0,0.3214,0,0,20,27,47,0.0,0,0,0,0,0,0,0,0,0.0,4
176,4809,2944,1,0,1,5,0.32,1,0,0,0,0,0,0,0,3,1.7887,-0.0463,1,38.3,2,0.0,0.0,0.2812,0,0,20,27,47,0.0,0,0,0,0,0,0,0,0,0.0,4
177,4808,2937,4,0,4,4,0.6667,1,0,0,0,0,0,0,0,3,1.8866,0.0979,1,36.6,2,0.0,0.0,0.1875,0,0,22,30,52,0.0,0,0,0,0,0,0,0,0,0.0,4
178,4807,2978,1,0,1,3,1.0,1,0,0,0,0,0,0,0,3,1.9573,0.0707,2,38.2,2,0.0,0.0,0.1731,0,0,28,44,72,0.0,0,0,0,0,0,0,0,0,0.0,4
179,4807,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9373,-0.0199,2,37.1,2,0.0,0.0,0.1875,0,0,29,42,71,0.0,0,0,0,0,0,0,0,0,0.0,4
180,4807,3017,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,1,1.9401,0.0027,1,37.8,2,0.0,0.0,0.2045,0,0,24,38,62,0.0,0,0,0,0,0,0,0,0,0.0,4
181,4807,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9527,0.0127,1,37.4,2,0.0,0.0,0.225,0,0,22,37,59,0.0,0,0,0,0,0,0,0,0,0.0,4
182,4807,2897,1,0,1,4,0.6,1,0,0,0,0,0,0,0,0,1.9528,0.0001,1,37.1,2,0.0,0.0,0.2045,0,0,22,37,59,0.0,0,0,0,0,0,0,0,0,0.0,4
183,4804,2979,1,0,1,8,0.0,1,0,0,0,0,0,0,0,1,1.8921,-0.0607,1,37.9,2,0.0,0.0,0.2045,0,0,20,36,56,0.0,0,0,0,0,0,0,0,0,0.0,4
184,4802,2991,2,0,2,5,0.8,1,0,0,0,0,0,0,0,3,1.9355,0.0434,2,37.0,2,0.0,0.0,0.1731,0,0,23,40,63,0.0,0,0,0,0,0,0,0,0,0.0,4
185,4802,3048,4,0,4,5,0.5,1,0,0,0,0,0,0,0,3,1.8707,-0.0649,2,38.3,1,0.0,0.0,0.0,0,0,19,33,52,0.0,0,0,0,0,0,0,0,0,0.0,4
186,4802,2978,1,0,1,3,0.5,1,0,0,0,0,0,0,0,3,1.8674,-0.0033,2,37.5,1,0.0,0.0,0.0,0,0,27,42,69,0.0,0,0,0,0,0,0,0,0,0.0,4
187,4802,2992,1,0,1,5,1.0,2,0,0,0,0,0,0,0,3,1.901,0.0336,2,38.4,2,0.1429,0.1429,0.1333,0,1,27,40,68,0.0,0,0,0,0,1,7,1,1,0.2413,5
188,4801,3007,2,0,2,5,0.8,3,0,0,0,0,0,0,0,1,1.9655,0.0645,2,37.3,3,0.1965,0.25,0.1818,0,1,22,29,52,0.0,1,0,0,1,0,0,0,0,0.0,5
189,4799,2970,2,0,2,5,0.25,3,0,0,0,0,0,0,0,3,1.9816,0.0162,2,38.1,3,0.131,0.25,0.3636,0,1,22,31,54,0.0,1,0,0,2,0,0,0,0,0.0,5
190,4796,3003,1,0,1,4,0.75,1,0,0,0,0,0,0,0,1,1.9899,0.0083,2,36.8,3,0.131,0.25,0.3333,0,1,29,38,68,0.0,0,0,0,2,0,0,0,0,0.0,5
191,4795,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9798,-0.0102,2,36.6,3,0.131,0.25,0.3333,0,1,30,39,70,0.0,0,0,0,2,0,0,0,0,0.0,5
192,4791,2874,1,0,1,5,0.8,2,0,0,0,0,0,0,0,3,1.9583,-0.0214,1,38.0,3,0.131,0.25,0.3333,0,1,30,39,70,0.0,0,0,0,2,0,0,0,0,0.0,5
193,4787,2956,2,0,2,4,0.375,2,0,0,0,0,0,0,0,3,1.9432,-0.0152,1,36.9,3,0.131,0.25,0.3333,0,1,32,38,71,0.0,0,0,0,2,0,0,0,0,0.0,5
194,4787,2926,1,0,1,5,0.8,1,0,0,0,0,0,0,0,3,1.9612,0.0181,2,38.1,3,0.131,0.25,0.3077,0,1,42,45,88,0.0,0,0,0,2,0,0,0,0,0.0,5
195,4784,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9543,-0.007,2,36.7,3,0.131,0.25,0.3636,0,1,40,46,87,0.0,0,0,0,2,0,0,0,0,0.0,5
196,4782,2995,1,0,1,5,0.48,1,0,0,0,0,0,0,0,3,1.9174,-0.0369,1,38.0,3,0.131,0.25,0.4444,0,1,36,41,78,0.0,0,0,0,2,0,0,0,0,0.0,5
197,4780,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9489,0.0314,1,37.0,3,0.131,0.25,0.4444,0,1,39,43,83,0.0,0,0,0,2,0,0,0,0,0.0,5
198,4779,2974,1,0,1,4,0.6667,1,0,0,0,0,0,0,0,3,1.9518,0.0029,1,37.7,3,0.131,0.25,0.4,0,1,39,43,83,0.0,0,0,0,2,0,0,0,0,0.0,5
199,4779,2952,1,0,1,5,0.3,1,0,0,0,0,0,0,0,3,1.9191,-0.0326,1,37.0,3,0.0,0.0,0.2,0,0,36,39,75,0.0,0,0,0,1,0,0,0,0,0.0,5
200,4774,2947,2,0,2,5,1.0667,1,0,0,0,0,0,0,0,1,1.9444,0.0252,2,36.5,2,0.0,0.0,0.0,0,0,30,30,60,0.0,0,0,0,0,0,0,0,0,0.0,5
